Name; Price ;Stores;Rating;Votes;Type;Connection;Switches
Motospeed K96 White (Outemu Red);50,83;0;4.4;24;Keyboard Only;USB;Outemu Red
MSI GK-701;119,00;2;5.0;2;Keyboard Only;USB;Cherry MX Brown
MSI Vigor GK50 Low Profile (Kailh Box White);92,00;2;0.0;0;Keyboard Only;USB;Kailh Box White
MSI Vigor GK60;77,99;3;0.0;0;Keyboard Only;USB;Cherry MX Red
Nacon CL-700OM;64,90;3;0.0;0;Keyboard Only;USB;Kailh Blue
Natec RX85;69,99;0;0.0;0;Keyboard Only;USB;Kailh Brown
Natec Tornado;34,68;2;5.0;4;Keyboard Only;USB;Outemu Blue
NOD Iron Strike;39,90;32;4.7;3;Keyboard Only;USB;Xinda Blue
Omega Varr Fighter 2;44,75;0;0.0;0;Keyboard Only;USB;Xinda Blue
Omega VARR Neon;64,90;2;0.0;0;Keyboard Only;USB;Jixian Blue
Omega Varr RGB VMK88B;39,90;0;0.0;0;Keyboard Only;USB;Xinda Blue
Omega Varr VMK3BK11;39,85;7;0.0;0;Keyboard Only;USB;Jixian Blue
Patriot Viper 730;54,50;5;4.4;16;Keyboard Only;USB;Kailh Brown
Patriot Viper 770;108,50;9;4.5;10;Keyboard Only;USB;Kailh Red
Patriot Viper V760;96,60;6;5.0;6;Keyboard Only;USB;Kailh Brown
Patriot Viper V765;90,57;3;0.0;0;Keyboard Only;USB;Kailh Box Red
Patriot Viper V765 (Kailh Box White);116,51;0;0.0;0;Keyboard Only;USB;Kailh Box White
Philips SPK8403;56,00;0;4.7;11;Keyboard Only;USB;Outemu Blue
Philips SPK8614;32,80;35;4.7;26;Keyboard Only;USB;Outemu Blue
Philips SPK8614-BRS;33,00;37;4.5;6;Keyboard Only;USB;Outemu Brown
QPAD MK95 Pro;199,00;0;0.0;0;Keyboard Only;USB;Kailh Red / Blue
Razer BlackWidow Chroma (Razer Green);103,50;20;4.6;46;Keyboard Only;USB;Razer Green
Razer Blackwidow Chroma Elite (Razer Green);134,47;35;4.7;69;Keyboard Only;USB;Razer Green
Razer Blackwidow Chroma Elite (Razer Yellow);148,10;22;4.7;69;Keyboard Only;USB;Razer Yellow
Razer Blackwidow Chroma Tournament Edition v2 (Yellow Switches);139,00;0;0.0;0;Keyboard Only;USB;Razer Yellow
Razer Blackwidow Lite;83,55;24;4.4;9;Keyboard Only;USB;Razer Orange
Razer Blackwidow Lite Stormtrooper Edition;94,68;2;5.0;1;Keyboard Only;USB;Razer Orange
Razer BlackWidow Ultimate 2016;179,90;0;4.5;81;Keyboard Only;USB;Razer Green
Razer Blackwidow Ultimate 2017;114,00;0;4.5;2;Keyboard Only;USB;Razer Green
Razer BlackWidow Ultimate Water Resistant;119,00;0;4.6;11;Keyboard Only;USB;Razer Green
Razer Huntsman Black;108,39;28;4.5;27;Keyboard Only;USB;Razer Clicky
Razer Huntsman Elite (Razer Clicky Optical);184,54;15;4.7;58;Keyboard Only;USB;Razer Clicky
Razer Huntsman Elite (Razer Linear Optical);192,85;21;4.7;58;Keyboard Only;USB;Razer Linear
Razer Huntsman Gears 5 Edition (Razer Clicky);119,00;0;0.0;0;Keyboard Only;USB;Razer Clicky
Razer Huntsman Mercury;219,99;0;4.5;27;Keyboard Only;USB;Razer Clicky
Razer Huntsman Mini (Razer Clicky);119,90;4;5.0;1;Keyboard Only;USB;Razer Clicky
Razer Huntsman Quartz Pink;163,90;13;4.5;27;Keyboard Only;USB;Razer Clicky
Razer Huntsman Tournament Edition;124,00;22;4.8;34;Keyboard Only;USB;Razer Linear
Razer Tartarus Pro Black;128,50;19;4.5;4;Keyboard Only;USB;Razer Analog Optical
Rebeltec Imperator;49,00;2;0.0;0;Keyboard Only;USB;Outemu Blue
Rebeltec Liberator;37,40;3;2.5;2;Keyboard Only;USB;Outemu Blue
Redragon Anala K558;55,00;0;5.0;2;Keyboard Only;USB;Outemu Blue
Redragon Aryaman K569;68,00;0;5.0;1;Keyboard Only;USB;Outemu Blue
Redragon Hara;60,00;0;0.0;0;Keyboard Only;USB;Outemu Blue
Redragon Indrah Black;99,00;0;0.0;0;Keyboard Only;USB;Outemu Blue
Redragon K505 RGB LED Backlit;28,00;3;5.0;1;Keyboard Only;USB;Pluger Switch
Redragon K553-RGB;59,99;0;0.0;0;Keyboard Only;USB;Outemu Blue
Redragon K556 RGB;54,01;0;5.0;2;Keyboard Only;USB;Outemu Brown
Redragon K565R Rudra;43,00;0;0.0;0;Keyboard Only;USB;Outemu Blue
Redragon K576-R;46,90;0;4.3;3;Keyboard Only;USB;Outemu Blue
Redragon Kala RGB LED;48,10;3;4.8;6;Keyboard Only;USB;Outemu Blue
Redragon Kama K578;48,99;0;0.0;0;Keyboard Only;USB;Outemu Brown
Redragon Manyu K579RGB;56,00;0;0.0;0;Keyboard Only;USB;Outemu Blue
Redragon Mitra K551;55,00;0;0.0;0;Keyboard Only;USB;Outemu Blue
Redragon Partryusa K570;56,33;0;0.0;0;Keyboard Only;USB;Outemu Blue
Redragon Rahu;69,00;0;0.0;0;Keyboard Only;USB;Outemu Blue
Redragon Vara RGB;55,00;0;5.0;1;Keyboard Only;USB;Outemu Blue
Redragon Vata K580;61,00;0;4.0;2;Keyboard Only;USB;Outemu Blue
Redragon Visnu R;38,00;0;4.5;2;Keyboard Only;USB;Outemu Red
Redragon Visnu RGB;48,50;2;5.0;4;Keyboard Only;USB;Outemu Blue
Redragon Yama;86,00;0;5.0;7;Keyboard Only;USB;Outemu Brown
Remax XII-J566;47,40;9;0.0;0;Keyboard Only;USB;Outemu Blue
Remax XII-J588;44,40;7;0.0;0;Keyboard Only;USB;Outemu Blue
Remax XII-J599;53,20;7;0.0;0;Keyboard Only;USB;Outemu Blue
Riotoro Ghostwriter Elite (Cherry MX Brown);150,00;0;0.0;0;Keyboard Only;USB;Cherry MX Brown
Riotoro Ghostwriter Prism;115,00;0;0.0;0;Keyboard Only;USB;Cherry MX Brown
Roccat Ryos MK Pro;189,60;0;4.0;5;Keyboard Only;USB;Cherry MX Brown
Roccat Ryos TKL Pro;159,20;0;5.0;1;Keyboard Only;USB;Cherry MX Brown
Roccat Suora FX;149,00;0;5.0;2;Keyboard Only;USB;TTC Brown
Roccat Vulcan 100 Aimo;179,00;2;5.0;1;Keyboard Only;USB;Titan Tactile
Roccat Vulcan 120 Aimo;219,00;0;5.0;3;Keyboard Only;USB;Titan Tactile
Roccat Vulcan 121 Aimo;187,90;4;5.0;1;Keyboard Only;USB;Titan Tactile
Roccat Vulcan 122 AIMO White;187,90;4;1.5;2;Keyboard Only;USB;Titan Tactile
Roccat Vulcan 80;155,00;0;4.0;1;Keyboard Only;USB;Titan Tactile
Sades BNDL-0004;183,47;3;0.0;0;Keyboard Only;USB;Outemu Blue
Sades Frost Staff;65,10;35;0.0;0;Keyboard Only;USB;LK Blue
Sades K13 Sickle (Kailh Blue);39,90;4;4.0;1;Keyboard Only;USB;Kailh Blue
Sades K13 Sickle (Kailh Red);54,73;38;4.0;1;Keyboard Only;USB;Kailh Red
Sandberg FireStorm Mech;70,70;2;0.0;0;Keyboard Only;USB;Outemu Blue
Sandberg Hailstorm Mech Keyboard Uk;81,58;5;5.0;1;Keyboard Only;USB;Outemu Blue
Sandberg RageStorm Mech;44,60;247;0.0;0;Keyboard Only;USB / Wireless;Outemu Blue
Savio Tempest RX Blue (Outemu Blue);28,38;2;0.0;0;Keyboard Only;USB;Outemu Blue
Savio Tempest RX Green (Outemu Brown);28,38;2;5.0;1;Keyboard Only;USB;Outemu Brown
Sharkoon PureWriter RGB (Kailh Blue);76,10;6;4.5;2;Keyboard Only;USB;Kailh Blue
Sharkoon PureWriter RGB (Kailh Red);79,12;4;4.5;2;Keyboard Only;USB;Kailh Red
Sharkoon PureWriter TKL RGB;77,98;3;5.0;1;Keyboard Only;USB;Kailh Blue
Sharkoon PureWriter TKL RGB (Kailh Red);69,99;2;5.0;1;Keyboard Only;USB;Kailh Red
Sharkoon Shark Zone MK80;83,01;2;0.0;0;Keyboard Only;USB;Kailh Red
Sharkoon Skiller Mech SGK3 (Kailh Blue);63,00;1;5.0;1;Keyboard Only;USB;Kailh Blue
Sharkoon Skiller Mech SGK3 (Kailh Brown);64,37;11;4.9;15;Keyboard Only;USB;Kailh Brown
Sharkoon Skiller Mech SGK3 (Kailh Red);63,87;13;4.9;15;Keyboard Only;USB;Kailh Red
SilentiumPC GK530 Tournament (Kailh Blue);51,00;0;0.0;0;Keyboard Only;USB;Kailh Blue
Spartan Gear Cyclops;34,98;11;4.4;13;Keyboard Only;USB;Outemu Blue
Spartan Gear Lochos (Xinda Blue);27,80;3;5.0;1;Keyboard Only;USB;Xinda Blue
Spartan Gear Minotaur;19,98;10;4.5;13;Keyboard Only;USB;Outemu Blue
SpeedLink Ultor Illuminated;92,70;3;5.0;1;Keyboard Only;USB;Kailh Red
Spirit of Gamer CLA-XK500;44,50;14;0.0;0;Keyboard Only;USB;Outemu Blue
Spirit of Gamer Single Hand;39,90;11;0.0;0;Keyboard Only;USB;Outemu Blue
Spirit of Gamer Xpert G700;69,50;3;5.0;2;Keyboard Only;USB;Outemu Blue
SteelSeries Apex 5;132,90;12;5.0;2;Keyboard Only;USB;SteelSeries Hybrid Mechanical
SteelSeries Apex 7;159,98;11;3.0;2;Keyboard Only;USB;SteelSeries Red
SteelSeries Apex 7 TKL (Steelseries Blue);189,00;0;4.0;1;Keyboard Only;USB;SteelSeries Blue
SteelSeries Apex 7 TKL (Steelseries Red);149,90;10;4.0;1;Keyboard Only;USB;SteelSeries Red
SteelSeries Apex M750;109,99;6;3.7;9;Keyboard Only;USB;SteelSeries QX2
SteelSeries Apex Pro;230,00;7;4.7;10;Keyboard Only;USB;SteelSeries OmniPoint
SteelSeries Apex Pro TKL;209,90;0;5.0;5;Keyboard Only;USB;SteelSeries OmniPoint
Thermaltake Challenger Edge Pro;57,80;0;0.0;0;Keyboard Only;USB;Outemu Blue
Thermaltake ESPORTS Challenger Edge RGB;57,50;0;0.0;0;Keyboard Only;USB;Outemu Blue
Thermaltake Level 20 RGB (Cherry MX Blue);124,25;1;0.0;0;Keyboard Only;USB;Cherry MX Blue
Thermaltake Level 20 RGB (Cherry MX Speed);126,79;2;0.0;0;Keyboard Only;USB;Cherry MX Speed
Thermaltake Meka Pro Lite;85,90;1;0.0;0;Keyboard Only;USB;Cherry MX Blue
Thermaltake Neptune PRO;70,92;2;0.0;0;Keyboard Only;USB;TTC Brown
Tronsmart TK09R RGB;69,01;0;4.0;1;Keyboard Only;USB;Outemu Blue
Trust GXT 845 Tural;40,00;0;4.3;3;Keyboard Only;USB;Outemu Blue
Trust GXT 850 Metal;39,90;0;4.7;3;Keyboard Only;USB;Outemu Red
Trust GXT 865 Asta;49,69;13;5.0;3;Keyboard Only;USB;GTX Red
Trust GXT 870;59,98;2;4.0;5;Keyboard Only;USB;GTX White
Trust GXT 890;67,00;3;4.0;21;Keyboard Only;USB;Outemu Red
Turbo-X Nemesis N60 (Custom Blue);49,90;0;0.0;0;Keyboard Only;USB;Outemu Blue
White Shark Legionnaire (Outemu Blue);47,99;0;0.0;0;Keyboard Only;USB;Outemu Blue
Xtrike Me GK-979 (Custom Blue);23,29;3;4.5;2;Keyboard Only;USB;Outemu Blue
Xtrike Me GK-980;24,80;2;5.0;2;Keyboard Only;USB;Outemu Blue
Zalman ZM-K700M;113,90;1;0.0;0;Keyboard Only;USB;Cherry MX Red
Zalman ZM-K900M;93,90;1;5.0;1;Keyboard Only;USB;Kailh Blue
Zeroground KB-2400G Taigen v2.0;43,80;69;4.4;38;Keyboard Only;USB;Outemu Blue
Zeroground KB-2600G Simeto;29,99;54;4.3;22;Keyboard Only;USB;Outemu Blue
Zeroground KB-2700G Sakimo;43,99;64;4.6;8;Keyboard Only;USB;Outemu Blue
Zeroground KB-2800G Satomi;53,99;59;4.6;27;Keyboard Only;USB;Outemu Red
Zeroground Taigen KB-2000G;71,99;2;4.2;10;Keyboard Only;USB;Outemu Blue
Esperanza EK-129;2,77;9;0.0;0;Keyboard Only;USB;Membrane
A4Tech B120;33,90;1;5.0;2;Keyboard Only;USB;Membrane
A4Tech B130;23,50;3;0.0;0;Keyboard Only;USB;Membrane
A4Tech B180 RGB;31,50;2;0.0;0;Keyboard Only;USB;Membrane
A4Tech B500N;24,50;35;5.0;1;Keyboard Only;USB;Membrane
A4Tech Bloody B120N;22,90;37;5.0;1;Keyboard Only;USB;Membrane
A4Tech Bloody B2500;45,40;36;3.0;1;Keyboard Only;Wireless;Membrane
A4Tech ComfortKey Desktop Black;10,50;2;0.0;0;Keyboard and Mouse Set;USB;Membrane
A4Tech F1010;14,00;32;0.0;0;Keyboard and Mouse Set;USB;Membrane
A4Tech FG1010;19,00;32;0.0;0;Keyboard and Mouse Set;USB;Membrane
A4Tech KR-750;10,91;0;0.0;0;Keyboard Only;USB;Membrane
A4Tech KR-83;11,06;0;0.0;0;Keyboard Only;USB;Membrane
A4Tech KRS-8372;14,26;0;3.0;1;Keyboard and Mouse Set;USB;Membrane
A4Tech KV-300H;22,41;2;0.0;0;Keyboard Only;USB;Membrane
A4Tech Wireless Desktop Padless 7100n;21,38;2;0.0;0;Keyboard and Mouse Set;USB;Membrane
A4Tech X7 G100;17,00;0;0.0;0;Keypad;USB;Membrane
Acer Nitro;45,00;0;0.0;0;Keyboard Only;USB;Membrane
Active Jet K-6002;26,23;0;0.0;0;Keyboard Only;USB;Membrane
Active Jet K-6002;26,23;0;0.0;0;Keyboard Only;USB;Membrane
Advent ADESKWL19K;17,99;0;0.0;0;Keyboard and Mouse Set;USB;Membrane
Advent C112K;11,99;0;0.0;0;Keyboard and Mouse Set;USB;Membrane
ADX ADXA0419;39,90;0;5.0;1;Keyboard Only;USB;Membrane
ADX ADXCOM19;39,99;0;0.0;0;Keyboard and Mouse Set;USB;Membrane
ADX Firefight ADXOK0119;44,90;0;5.0;1;Keyboard Only;USB;Membrane
ADX Firepower A01;24,90;0;5.0;4;Keyboard Only;USB;Membrane
Aerocool TK15;12,34;2;0.0;0;Keyboard Only;USB;Membrane
Alcatroz Airpad 1 Black;21,40;7;2.0;1;Keyboard with Touchpad;USB;Membrane
Alcatroz Airpad 1 White;21,07;10;2.0;1;Keyboard with Touchpad;USB;Membrane
Alcatroz Jellybean A2000 Mint;18,20;5;0.0;0;Keyboard and Mouse Set;USB;Membrane
Alcatroz Jellybean U2000 Black/Red;11,04;7;4.0;1;Keyboard and Mouse Set;USB;Membrane
Alcatroz Jellybean U2000 Peach;11,04;8;4.0;1;Keyboard and Mouse Set;USB;Membrane
Alcatroz Jellybean U2000 White;11,04;9;4.0;1;Keyboard and Mouse Set;USB;Membrane
Alcatroz Jellybean U2000 White/Mint;11,04;7;4.0;1;Keyboard and Mouse Set;USB;Membrane
Alcatroz U2000 Black;11,04;8;4.0;1;Keyboard and Mouse Set;USB;Membrane
Alcatroz Xplorer Dock 2 BT Green;34,60;5;4.9;7;Keyboard with Touchpad;Bluetooth / Dock;Membrane
Alcatroz Xplorer Dock 2 BT White;34,67;4;4.9;7;Keyboard with Touchpad;Bluetooth / Dock;Membrane
Alcatroz Xplorer Go BT100;13,98;5;0.0;0;Keyboard Only;Bluetooth;Membrane
Alcatroz Xplorer Go BT100 Black;13,70;5;0.0;0;Keyboard Only;Bluetooth;Membrane
Andowl Q-803;23,99;6;0.0;0;Keyboard Only;USB;Membrane
Andowl Q-811;14,30;0;0.0;0;Keyboard Only;USB;Membrane
Andowl QY-K01 White;14,90;0;0.0;0;Keyboard Only;USB;Membrane
Andowl QY-K08;16,90;3;0.0;0;Keyboard Only;Bluetooth;Membrane
Andowl QY-K09;22,90;0;0.0;0;Keyboard Only;USB;Membrane
ANG R4;29,99;2;0.0;0;Keyboard Only;Bluetooth;Membrane
Apple Magic Keyboard;104,87;13;4.4;19;Keyboard Only;Bluetooth;Membrane
Apple Magic Keyboard with Numeric Keypad Black;162,90;9;4.6;7;Keyboard Only;Bluetooth;Membrane
Apple Magic Keyboard with Numeric Keypad White;135,95;18;4.6;7;Keyboard Only;Bluetooth;Membrane
Approx Appblizzard;22,51;2;3.0;2;Keyboard Only;USB;Membrane
Approx Blizzard;26,60;0;0.0;0;Keyboard Only;USB;Membrane
Approx Bolt;16,00;2;0.0;0;Keyboard Only;USB;Membrane
Approx KBTV02;31,90;3;3.0;2;Keyboard with Touchpad;USB;Membrane
Approx KBWS04BG;27,90;0;0.0;0;Keyboard and Mouse Set;USB;Membrane
Approx KBWSAKIT;27,90;0;3.0;1;Keyboard and Mouse Set;USB;Membrane
Approx Quasar;29,00;0;1.0;1;Keyboard Only;USB;Membrane
Armaggeddon AK-566i;35,00;2;4.4;5;Keyboard Only;USB;Membrane
Armaggeddon AK-666SFX;17,50;10;4.0;2;Keyboard Only;USB;Membrane
Armaggeddon AK-700;35,00;0;0.0;0;Keyboard Only;USB;Membrane
Armaggeddon AK-999 SFX;18,90;12;4.5;2;Keyboard Only;USB;Membrane
Armaggeddon MKA-2C Psychraven;25,70;13;5.0;2;Keyboard Only;USB;Membrane
Asus Cerberus MK II;39,99;0;5.0;1;Keyboard Only;USB;Membrane
Asus ROG Strix Flare;169,90;0;5.0;7;Keyboard Only;USB;Membrane
Asus ROG Strix Scope;182,29;0;0.0;0;Keyboard Only;USB;Membrane
Asus TUF Gaming Combo;132,59;0;5.0;1;Keyboard and Mouse Set;USB;Membrane
Aula Be Fire;23,50;0;4.0;2;Keyboard Only;USB;Membrane
Aula Gaming Combo Set;50,37;8;0.0;0;Keyboard and Mouse Set;USB;Membrane
Aula Moon Slasher;20,39;3;0.0;0;Keyboard Only;USB;Membrane
Canyon Argama Gaming Set;72,80;7;5.0;1;Keyboard and Mouse Set;USB;Membrane
Canyon Hazard;39,99;5;0.0;0;Keyboard Only;USB;Membrane
Canyon Nightfall Black-Gray;51,99;5;0.0;0;Keyboard Only;USB;Membrane
Canyon Nightflyer Gaming Set;65,00;6;0.0;0;Keyboard and Mouse Set;USB;Membrane
CoolerMaster Devastator 3 Plus;49,90;0;0.0;0;Keyboard Only;USB;Membrane
CoolerMaster Devastator 3 Plus;49,90;0;0.0;0;Keyboard Only;USB;Membrane
CoolerMaster Devastator III RGB;33,99;7;4.2;50;Keyboard Only;USB;Membrane
CoolerMaster MasterSet MS120 RGB;66,75;0;4.0;7;Keyboard Only;USB;Membrane
CoolerMaster MasterSet MS120 RGB;66,75;0;4.0;7;Keyboard and Mouse Set;USB;Membrane
CoolerMaster MK110;43,29;6;5.0;5;Keyboard Only;USB;Membrane
CoolerMaster MS110;48,91;5;3.9;17;Keyboard Only;USB;Membrane
CoolerMaster Suppressor;39,80;1;4.3;24;Keyboard Only;USB;Membrane
Corsair 3-in-1 Gaming Bundle;97,50;3;3.0;2;Keyboard Combo;USB;Membrane
Corsair K55 RGB;56,05;21;4.6;64;Keyboard Only;USB;Membrane
Corsair K57 RGB;169,90;0;5.0;1;Keyboard Only;USB;Membrane
Cougar Aurora;38,00;1;5.0;1;Keyboard Only;USB;Membrane
Cougar Deathfire EX;50,00;2;4.8;5;Keyboard Only;USB;Membrane
Cougar Vantar;55,00;0;4.8;5;Keyboard Only;USB;Membrane
Defender GK-150DL;26,27;8;0.0;0;Keyboard Only;USB;Membrane
Defender Killing Storm Combo MKP-013L;34,75;7;0.0;0;Keyboard Only;USB;Membrane
Defender SM-950;13,90;0;0.0;0;Keyboard Only;USB;Membrane
Defender Xenda Combo MKP-008;25,15;9;0.0;0;Keyboard Only;USB;Membrane
Dell KB212-B;15,00;0;5.0;2;Keyboard Only;USB;Membrane
Dell KB216 Black;10,00;34;4.6;80;Keyboard Only;USB;Membrane
Dell KB216 Grey;10,87;2;4.6;80;Keyboard Only;USB;Membrane
Dell KB216 White;12,90;0;4.6;80;Keyboard Only;USB;Membrane
Dell KB-522;17,35;15;4.7;37;Keyboard Only;USB;Membrane
Dell Keyboard for Venue 8 Pro;79,00;0;0.0;0;Keyboard Only;Bluetooth;Membrane
Dell KM636 Black;24,75;30;3.7;19;Keyboard and Mouse Set;USB;Membrane
Dell KM636 White;29,90;17;3.7;19;Keyboard and Mouse Set;USB;Membrane
Dell KM7120W;72,73;10;4.0;1;Keyboard and Mouse Set;Bluetooth;Membrane
Dell KM714;55,00;2;4.1;7;Keyboard and Mouse Set;USB;Membrane
Dell KM717 Premier;81,34;14;4.6;20;Keyboard and Mouse Set;USB;Membrane
Element KB-260WMS;19,50;4;0.0;0;Keyboard and Mouse Set;USB;Membrane
Element KB-260WMS v2;12,90;12;4.1;9;Keyboard and Mouse Set;USB;Membrane
Element KB-580WMS;21,75;0;0.0;0;Keyboard and Mouse Set;USB;Membrane
Element KB-590WMS Green;16,90;2;0.0;0;Keyboard and Mouse Set;USB;Membrane
Element KB-590WMS Red;19,90;4;0.0;0;Keyboard and Mouse Set;USB;Membrane
Element KB-600;25,00;0;1.0;3;Keyboard and Mouse Set;USB;Membrane
Element KB-700W;31,50;3;3.7;3;Keyboard with Touchpad;USB;Membrane
Element KB-800W;19,50;28;2.3;3;Keyboard Only;USB;Membrane
Energenie Bamboo;28,50;1;0.0;0;Keyboard and Mouse Set;USB;Membrane
Esperanza Aspen Wireless Set EK120;18,20;7;3.7;3;Keyboard and Mouse Set;USB;Membrane
Esperanza EK115;15,07;1;0.0;0;Keyboard Only;USB;Membrane
Esperanza EK122 White;17,99;5;4.0;1;Keyboard and Mouse Set;USB;Membrane
Esperanza EK122K;18,69;5;4.0;1;Keyboard and Mouse Set;USB;Membrane
Esperanza EK130 White;11,50;0;0.0;0;Keyboard Only;USB;Membrane
Esperanza Titanum Orlando TK104;21,80;0;0.0;0;Keyboard and Mouse Set;USB;Membrane
Ezra AM01;10,90;0;0.0;0;Keyboard Only;USB;Membrane
FanTech WK-890;19,00;0;0.0;0;Keyboard and Mouse Set;USB;Membrane
G-Cube Black & White Endless Note X-Key;17,30;1;0.0;0;Keyboard Only;USB;Membrane
G-Cube Lux Leopard;14,90;27;0.0;0;Keyboard and Mouse Set;USB;Membrane
G-Cube Mad for Plaid Pink;28,50;1;5.0;1;Keyboard and Mouse Set;USB;Membrane
G-Cube Mad For Plaid Red;17,70;1;5.0;1;Keyboard and Mouse Set;USB;Membrane
Gembird KB-9835LU;17,00;1;0.0;0;Keyboard Only;USB;Membrane
Gembird KB-BT-001 Black;25,00;0;2.7;3;Keyboard Only;Bluetooth;Membrane
Gembird KB-BT-001 White;19,90;2;2.7;3;Keyboard Only;Bluetooth;Membrane
Gembird KBS-W-01;16,90;2;0.0;0;Keyboard and Mouse Set;USB;Membrane
Gembird KBS-WCH-01;12,56;10;3.5;10;Keyboard and Mouse Set;USB;Membrane
Gembird KBS-WM-03;18,90;0;0.0;0;Keyboard and Mouse Set;USB;Membrane
Genius KB-110X;11,00;0;0.0;0;Keyboard Only;USB;Membrane
Genius NumPad i120;12,60;0;0.0;0;Keyboard Only;USB;Membrane
Gigabyte Force K3;35,00;0;0.0;0;Keyboard Only;USB;Membrane
Gigabyte K6800;14,99;0;0.0;0;Keyboard Only;USB;Membrane
Gigabyte K7100;14,50;0;0.0;0;Keyboard Only;USB;Membrane
HAMA Cortino;13,27;3;5.0;1;Keyboard and Mouse Set;USB;Membrane
HAMA Cortino Wireless;24,90;0;5.0;1;Keyboard and Mouse Set;USB;Membrane
HAMA SK140;11,30;1;0.0;0;Keyboard Only;USB;Membrane
HAMA Uzzano 2.0 Smart-TV Keyboard;39,90;0;1.5;2;Keyboard Only;USB;Membrane
Havit G21;19,90;0;4.0;1;Keyboard and Mouse Set;USB;Membrane
Havit HV-K528;16,00;0;0.0;0;Keyboard and Mouse Set;USB;Membrane
Havit KB-44401;12,00;2;4.0;1;Keyboard Only;USB;Membrane
Havit Mini K-1000;12,90;0;3.0;1;Keyboard Only;USB;Membrane
Havit XL-KB006;17,99;7;5.0;1;Keyboard with Touchpad;USB;Membrane
HP C2500 Desktop;16,05;8;0.0;0;Keyboard and Mouse Set;USB;Membrane
HP C2710 Combo White;28,90;10;3.0;1;Keyboard and Mouse Set;USB;Membrane
HP Classic Wired Keyboard;10,90;4;4.3;3;Keyboard Only;USB;Membrane
HP K2500;19,70;14;4.2;6;Keyboard Only;USB;Membrane
HP Pavilion 300;22,05;17;3.5;4;Keyboard Only;USB;Membrane
HP Pavilion 400;26,37;13;5.0;1;Keyboard and Mouse Set;USB;Membrane
HP Pavilion 600 Black;32,90;10;4.0;15;Keyboard Only;USB;Membrane
HP Pavilion 600 White;32,59;12;4.0;15;Keyboard Only;USB;Membrane
HP Pavilion Wireless Keyboard and Mouse 800 Black;44,90;9;5.0;10;Keyboard and Mouse Set;USB / Wireless;Membrane
HP Pavilion Wireless Keyboard and Mouse 800 White;44,90;12;5.0;10;Keyboard and Mouse Set;USB / Wireless;Membrane
HP Premium;67,80;0;5.0;1;Keyboard Only;USB / Wireless;Membrane
HP Slim USB Keyboard and Mouse;24,50;9;0.0;0;Keyboard and Mouse Set;USB;Membrane
HP Slim Wireless Keyboard and Mouse;39,51;4;5.0;1;Keyboard and Mouse Set;USB / Wireless;Membrane
HP USB Keyboard QY776AA;19,90;2;3.0;1;Keyboard Only;USB / Wireless;Membrane
HP USB Slim Business Keyboard;20,68;9;3.0;1;Keyboard Only;USB;Membrane
HP Wireless Classic Desktop;36,00;0;3.0;3;Keyboard and Mouse Set;USB / Wireless;Membrane
HP Wireless Collaboration Keyboard;63,00;3;0.0;0;Keyboard Only;USB / Wireless;Membrane
HP Wireless Keyboard and Mouse 300;25,20;20;1.0;1;Keyboard and Mouse Set;USB / Wireless;Membrane
HP Wireless Premium;77,80;0;0.0;0;Keyboard Only;USB / Wireless;Membrane
HP Wireless Slim Business Keyboard;57,00;0;0.0;0;Keyboard and Mouse Set;USB / Wireless;Membrane
i8 Backlit;10,86;11;0.0;0;Keyboard with Touchpad;USB;Membrane
